start_sample,end_sample,instrument_id,midi_note,measure,beat,note_value
1450462,1454558,41,72,46,0.500000,Dotted Eighth
1450462,1454558,42,65,46,0.500000,Dotted Eighth
1450462,1454558,43,57,46,0.500000,Dotted Eighth
1451997,1456094,41,84,46,0.541667,Dotted Eighth
1456094,1460190,41,77,46,0.666667,Dotted Eighth
1456094,1460190,42,65,46,0.666667,Dotted Eighth
1456094,1460190,43,55,46,0.666667,Dotted Eighth
1456094,1461214,41,83,46,0.666667,Quarter
1461726,1465822,41,77,46,0.833333,Dotted Eighth
1461726,1465822,42,65,46,0.833333,Dotted Eighth
1461726,1465822,43,53,46,0.833333,Dotted Eighth
1461726,1466846,41,84,46,0.833333,Quarter
1466846,1470942,41,84,47,0.000000,Dotted Eighth
1470942,1471454,41,86,47,0.166667,Dotted Eighth
1473502,1477086,41,87,47,0.333333,Dotted Eighth
1479134,1482718,41,89,47,0.500000,Dotted Eighth
1479134,1483230,41,72,47,0.500000,Dotted Eighth
1479134,1483230,42,65,47,0.500000,Dotted Eighth
1479134,1483230,43,53,47,0.500000,Dotted Eighth
1484766,1487838,41,91,47,0.666667,Dotted Eighth
1484766,1488350,41,72,47,0.666667,Dotted Eighth
1484766,1488350,42,65,47,0.666667,Dotted Eighth
1484766,1488350,43,53,47,0.666667,Dotted Eighth
1488862,1492958,41,93,47,0.833333,Dotted Eighth
1488862,1493470,41,72,47,0.833333,Dotted Eighth
1488862,1493470,42,65,47,0.833333,Dotted Eighth
1488862,1493470,43,53,47,0.833333,Dotted Eighth
1494494,1499102,41,74,48,0.000000,Quarter
1494494,1499102,41,94,48,0.000000,Quarter
1494494,1499102,42,65,48,0.000000,Quarter
1494494,1499102,43,46,48,0.000000,Quarter
1509854,1514462,41,65,48,0.500000,Dotted Eighth
1509854,1514462,41,72,48,0.500000,Dotted Eighth
1509854,1514462,42,69,48,0.500000,Dotted Eighth
1509854,1514462,43,53,48,0.500000,Dotted Eighth
1515998,1520094,41,65,48,0.666667,Dotted Eighth
1515998,1520094,41,72,48,0.666667,Dotted Eighth
1515998,1520094,42,69,48,0.666667,Dotted Eighth
1515998,1520094,43,53,48,0.666667,Dotted Eighth
1521118,1524701,41,65,48,0.833333,Dotted Eighth
1521118,1524701,41,72,48,0.833333,Dotted Eighth
1521118,1524701,42,69,48,0.833333,Dotted Eighth
1521118,1524701,43,53,48,0.833333,Dotted Eighth
1526238,1529821,41,72,49,0.000000,Dotted Eighth
1531358,1534942,41,77,49,0.166667,Dotted Eighth
1536478,1540574,41,81,49,0.333333,Dotted Eighth
1542110,1543134,41,82,49,0.500000,Sixteenth
1542110,1545182,41,65,49,0.500000,Dotted Eighth
1542110,1545182,41,72,49,0.500000,Dotted Eighth
1542110,1545182,42,69,49,0.500000,Dotted Eighth
1542110,1545182,43,53,49,0.500000,Dotted Eighth
1543134,1546717,41,81,49,0.541667,Dotted Eighth
1546717,1550814,41,65,49,0.666667,Dotted Eighth
1546717,1550814,41,72,49,0.666667,Dotted Eighth
1546717,1550814,42,69,49,0.666667,Dotted Eighth
1546717,1550814,43,53,49,0.666667,Dotted Eighth
1546717,1551838,41,79,49,0.666667,Quarter
1552349,1555934,41,65,49,0.833333,Dotted Eighth
1552349,1555934,41,72,49,0.833333,Dotted Eighth
1552349,1555934,42,69,49,0.833333,Dotted Eighth
1552349,1555934,43,53,49,0.833333,Dotted Eighth
1552349,1556446,41,81,49,0.833333,Quarter
1556446,1560542,41,72,50,0.000000,Dotted Eighth
1561566,1564126,41,76,50,0.166667,Dotted Eighth
1565662,1569758,41,79,50,0.333333,Dotted Eighth
1571294,1572318,41,81,50,0.500000,Sixteenth
1571294,1573342,41,72,50,0.500000,Dotted Eighth
1571294,1573342,42,64,50,0.500000,Dotted Eighth
1571294,1573342,43,60,50,0.500000,Dotted Eighth
1572318,1573342,41,79,50,0.541667,Dotted Eighth
1573342,1576926,41,72,50,0.666667,Dotted Eighth
1573342,1576926,42,64,50,0.666667,Dotted Eighth
1573342,1576926,43,60,50,0.666667,Dotted Eighth
1573342,1578462,41,78,50,0.666667,Quarter
1578462,1582558,41,72,50,0.833333,Dotted Eighth
1578462,1582558,42,64,50,0.833333,Dotted Eighth
1578462,1582558,43,60,50,0.833333,Dotted Eighth
1578462,1584094,41,79,50,0.833333,Quarter
1584094,1588190,41,72,51,0.000000,Dotted Eighth
1589726,1593310,41,76,51,0.166667,Dotted Eighth
1594846,1598942,41,79,51,0.333333,Dotted Eighth
1600478,1602014,41,81,51,0.500000,Sixteenth
1600478,1603550,41,67,51,0.500000,Dotted Eighth
1600478,1603550,42,64,51,0.500000,Dotted Eighth
1600478,1603550,43,60,51,0.500000,Dotted Eighth
1602014,1605086,41,79,51,0.541667,Dotted Eighth
1605086,1609182,41,67,51,0.666667,Dotted Eighth
1605086,1609182,42,64,51,0.666667,Dotted Eighth
1605086,1609182,43,60,51,0.666667,Dotted Eighth
1605086,1610206,41,78,51,0.666667,Quarter
1610718,1614814,41,67,51,0.833333,Dotted Eighth
1610718,1614814,42,64,51,0.833333,Dotted Eighth
1610718,1614814,43,60,51,0.833333,Dotted Eighth
1610718,1615838,41,79,51,0.833333,Quarter
1615838,1619421,41,71,52,0.000000,Dotted Eighth
1620446,1624030,41,74,52,0.166667,Dotted Eighth
1624542,1628638,41,79,52,0.333333,Dotted Eighth
1630174,1630685,41,81,52,0.500000,Sixteenth
1630174,1632222,41,71,52,0.500000,Dotted Eighth
1630174,1632222,42,62,52,0.500000,Dotted Eighth
1630174,1632222,43,55,52,0.500000,Dotted Eighth
1630685,1633246,41,79,52,0.541667,Dotted Eighth
1633758,1637342,41,71,52,0.666667,Dotted Eighth
1633758,1637342,42,62,52,0.666667,Dotted Eighth
1633758,1637342,43,55,52,0.666667,Dotted Eighth
1633758,1638878,41,78,52,0.666667,Quarter
1638878,1642462,41,71,52,0.833333,Dotted Eighth
1638878,1642462,42,62,52,0.833333,Dotted Eighth
1638878,1642462,43,55,52,0.833333,Dotted Eighth
1638878,1643998,41,79,52,0.833333,Quarter
1643998,1648094,41,71,53,0.000000,Dotted Eighth
1649630,1652702,41,74,53,0.166667,Dotted Eighth
1653726,1657310,41,79,53,0.333333,Dotted Eighth
1658845,1660382,41,81,53,0.500000,Sixteenth
1658845,1662942,41,71,53,0.500000,Dotted Eighth
1658845,1662942,42,62,53,0.500000,Dotted Eighth
1658845,1662942,43,55,53,0.500000,Dotted Eighth
1660382,1664477,41,79,53,0.541667,Dotted Eighth
1664477,1666014,41,71,53,0.666667,Dotted Eighth
1664477,1666014,42,62,53,0.666667,Dotted Eighth
1664477,1666014,43,55,53,0.666667,Dotted Eighth
1664477,1666526,41,78,53,0.666667,Quarter
1666526,1670622,41,71,53,0.833333,Dotted Eighth
1666526,1670622,42,62,53,0.833333,Dotted Eighth
1666526,1670622,43,55,53,0.833333,Dotted Eighth
1666526,1671646,41,79,53,0.833333,Quarter
1672158,1676254,41,69,54,0.000000,Dotted Eighth
1677278,1681373,41,74,54,0.166667,Dotted Eighth
1682910,1686493,41,77,54,0.333333,Dotted Eighth
1687005,1688542,41,79,54,0.500000,Sixteenth
1687005,1691102,41,69,54,0.500000,Dotted Eighth
1687005,1691102,42,62,54,0.500000,Dotted Eighth
1687005,1691102,43,57,54,0.500000,Dotted Eighth
1688542,1692637,41,77,54,0.541667,Dotted Eighth
1692637,1696734,41,69,54,0.666667,Dotted Eighth
1692637,1696734,42,62,54,0.666667,Dotted Eighth
1692637,1696734,43,57,54,0.666667,Dotted Eighth
1692637,1697757,41,76,54,0.666667,Quarter
1698270,1700830,41,69,54,0.833333,Dotted Eighth
1698270,1700830,42,62,54,0.833333,Dotted Eighth
1698270,1700830,43,57,54,0.833333,Dotted Eighth
1698270,1702366,41,77,54,0.833333,Quarter
1702366,1705950,41,69,55,0.000000,Dotted Eighth
1702366,1707486,41,69,55,0.000000,Quarter
1702366,1707486,42,62,55,0.000000,Quarter
1702366,1707486,43,57,55,0.000000,Quarter
1707486,1709021,41,74,55,0.166667,Dotted Eighth
1710558,1714653,41,77,55,0.333333,Dotted Eighth
1716190,1720798,41,69,55,0.500000,Dotted Eighth
1716190,1721822,41,69,55,0.500000,Quarter
1716190,1721822,42,61,55,0.500000,Quarter
1716190,1721822,43,57,55,0.500000,Quarter
1721822,1726430,41,73,55,0.666667,Dotted Eighth
1727966,1732574,41,76,55,0.833333,Dotted Eighth
1734110,1738718,41,65,56,0.000000,Dotted Eighth
1740254,1743838,41,69,56,0.166667,Dotted Eighth
1745374,1748958,41,74,56,0.333333,Dotted Eighth
1750494,1752030,41,76,56,0.500000,Sixteenth
1750494,1753565,41,62,56,0.500000,Dotted Eighth
1750494,1753565,42,50,56,0.500000,Dotted Eighth
1750494,1753565,43,38,56,0.500000,Dotted Eighth
1752030,1754077,41,74,56,0.541667,Dotted Eighth
1754077,1758174,41,62,56,0.666667,Dotted Eighth
1754077,1758174,42,50,56,0.666667,Dotted Eighth
1754077,1758174,43,38,56,0.666667,Dotted Eighth
1754077,1759709,41,73,56,0.666667,Quarter
1759709,1761246,41,62,56,0.833333,Dotted Eighth
1759709,1761246,42,50,56,0.833333,Dotted Eighth
1759709,1761246,43,38,56,0.833333,Dotted Eighth
1759709,1761758,41,74,56,0.833333,Quarter
1762270,1765854,41,67,57,0.000000,Dotted Eighth
1766878,1770974,41,70,57,0.166667,Dotted Eighth
1772510,1776606,41,74,57,0.333333,Dotted Eighth
1778142,1779678,41,76,57,0.500000,Sixteenth
1778142,1781725,41,58,57,0.500000,Dotted Eighth
1778142,1781725,42,55,57,0.500000,Dotted Eighth
1778142,1781725,43,38,57,0.500000,Dotted Eighth
1779678,1782238,41,74,57,0.541667,Dotted Eighth
1782750,1786334,41,58,57,0.666667,Dotted Eighth
1782750,1786334,42,55,57,0.666667,Dotted Eighth
1782750,1786334,43,38,57,0.666667,Dotted Eighth
1782750,1787357,41,73,57,0.666667,Quarter
1787357,1790942,41,58,57,0.833333,Dotted Eighth
1787357,1790942,42,55,57,0.833333,Dotted Eighth
1787357,1790942,43,38,57,0.833333,Dotted Eighth
1787357,1792478,41,74,57,0.833333,Quarter
1792478,1795038,41,65,58,0.000000,Dotted Eighth
1796574,1799646,41,69,58,0.166667,Dotted Eighth
1801182,1805278,41,74,58,0.333333,Dotted Eighth
1806302,1807838,41,76,58,0.500000,Sixteenth
1806302,1810398,41,57,58,0.500000,Dotted Eighth
1806302,1810398,42,53,58,0.500000,Dotted Eighth
1806302,1810398,43,38,58,0.500000,Dotted Eighth
1807838,1811934,41,74,58,0.541667,Dotted Eighth
1811934,1816030,41,57,58,0.666667,Dotted Eighth
1811934,1816030,42,53,58,0.666667,Dotted Eighth
1811934,1816030,43,38,58,0.666667,Dotted Eighth
1811934,1817054,41,73,58,0.666667,Quarter
1817054,1820637,41,57,58,0.833333,Dotted Eighth
1817054,1820637,42,53,58,0.833333,Dotted Eighth
1817054,1820637,43,38,58,0.833333,Dotted Eighth
1817054,1822174,41,74,58,0.833333,Quarter
1822174,1826269,41,65,59,0.000000,Dotted Eighth
1827806,1830366,41,69,59,0.166667,Dotted Eighth
1831901,1835998,41,74,59,0.333333,Dotted Eighth
1837533,1841630,41,57,59,0.500000,Dotted Eighth
1837533,1841630,41,69,59,0.500000,Dotted Eighth
1837533,1841630,42,49,59,0.500000,Dotted Eighth
1837533,1841630,43,45,59,0.500000,Dotted Eighth
1843165,1847262,41,61,59,0.666667,Dotted Eighth
1843165,1847262,41,73,59,0.666667,Dotted Eighth
1843165,1847262,42,57,59,0.666667,Dotted Eighth
1843165,1847262,43,57,59,0.666667,Dotted Eighth
1847774,1848797,41,61,59,0.833333,Dotted Eighth
1847774,1848797,41,76,59,0.833333,Dotted Eighth
1847774,1848797,42,57,59,0.833333,Dotted Eighth
1847774,1848797,43,57,59,0.833333,Dotted Eighth
1850334,1853918,41,69,60,0.000000,Dotted Eighth
1855454,1859038,41,74,60,0.166667,Dotted Eighth
1860061,1864158,41,77,60,0.333333,Dotted Eighth
1865693,1866718,41,79,60,0.500000,Sixteenth
1865693,1869278,41,62,60,0.500000,Dotted Eighth
1865693,1869278,42,57,60,0.500000,Dotted Eighth
1865693,1869278,43,50,60,0.500000,Dotted Eighth
1866718,1869278,41,77,60,0.541667,Dotted Eighth
1869278,1872862,41,69,60,0.666667,Dotted Eighth
1869278,1872862,42,62,60,0.666667,Dotted Eighth
1869278,1872862,43,50,60,0.666667,Dotted Eighth
1869278,1874398,41,76,60,0.666667,Quarter
1874398,1876446,41,69,60,0.833333,Dotted Eighth
1874398,1876446,42,62,60,0.833333,Dotted Eighth
1874398,1876446,43,50,60,0.833333,Dotted Eighth
1874398,1877982,41,77,60,0.833333,Quarter
1877982,1882078,41,71,61,0.000000,Dotted Eighth
1883614,1886686,41,74,61,0.166667,Dotted Eighth
1888221,1890270,41,79,61,0.333333,Dotted Eighth
1891806,1893341,41,81,61,0.500000,Sixteenth
1891806,1895902,41,71,61,0.500000,Dotted Eighth
1891806,1895902,42,62,61,0.500000,Dotted Eighth
1891806,1895902,43,43,61,0.500000,Dotted Eighth
1893341,1897438,41,79,61,0.541667,Dotted Eighth
1897438,1901534,41,71,61,0.666667,Dotted Eighth
1897438,1901534,42,62,61,0.666667,Dotted Eighth
1897438,1901534,43,43,61,0.666667,Dotted Eighth
1897438,1903070,41,78,61,0.666667,Quarter
1903070,1907166,41,71,61,0.833333,Dotted Eighth
1903070,1907166,42,62,61,0.833333,Dotted Eighth
1903070,1907166,43,43,61,0.833333,Dotted Eighth
1903070,1908190,41,79,61,0.833333,Quarter
1908702,1912286,41,72,62,0.000000,Dotted Eighth
1913822,1917918,41,76,62,0.166667,Dotted Eighth
1919454,1923550,41,79,62,0.333333,Dotted Eighth
1925598,1927133,41,81,62,0.500000,Sixteenth
1925598,1929694,41,72,62,0.500000,Dotted Eighth
1925598,1929694,42,64,62,0.500000,Dotted Eighth
1925598,1929694,43,48,62,0.500000,Dotted Eighth
1927133,1930718,41,79,62,0.541667,Dotted Eighth
1931230,1934302,41,72,62,0.666667,Dotted Eighth
1931230,1934302,42,64,62,0.666667,Dotted Eighth
1931230,1934302,43,48,62,0.666667,Dotted Eighth
1931230,1935326,41,78,62,0.666667,Quarter
1935326,1938910,41,72,62,0.833333,Dotted Eighth
1935326,1938910,42,64,62,0.833333,Dotted Eighth
1935326,1938910,43,48,62,0.833333,Dotted Eighth
1935326,1940446,41,79,62,0.833333,Quarter
1940446,1944029,41,72,63,0.000000,Dotted Eighth
1945566,1949661,41,76,63,0.166667,Dotted Eighth
1951198,1954782,41,79,63,0.333333,Dotted Eighth
1955806,1959902,41,72,63,0.500000,Dotted Eighth
1955806,1959902,42,63,63,0.500000,Dotted Eighth
1955806,1959902,43,41,63,0.500000,Dotted Eighth
1961438,1965534,41,72,63,0.666667,Dotted Eighth
1961438,1965534,41,75,63,0.666667,Dotted Eighth
1961438,1965534,42,63,63,0.666667,Dotted Eighth
1961438,1965534,43,41,63,0.666667,Dotted Eighth
1967070,1971166,41,72,63,0.833333,Dotted Eighth
1967070,1971166,41,81,63,0.833333,Dotted Eighth
1967070,1971166,42,63,63,0.833333,Dotted Eighth
1967070,1971166,43,41,63,0.833333,Dotted Eighth
1972702,1973214,41,74,64,0.000000,Dotted Eighth
1973726,1977309,41,77,64,0.166667,Dotted Eighth
1978334,1982430,41,82,64,0.333333,Dotted Eighth
1983966,1985502,41,84,64,0.500000,Sixteenth
1983966,1988062,41,65,64,0.500000,Dotted Eighth
1983966,1988062,42,62,64,0.500000,Dotted Eighth
1983966,1988062,43,46,64,0.500000,Dotted Eighth
1985502,1989598,41,82,64,0.541667,Dotted Eighth
1989598,1993182,41,65,64,0.666667,Dotted Eighth
1989598,1993182,42,62,64,0.666667,Dotted Eighth
1989598,1993182,43,46,64,0.666667,Dotted Eighth
1989598,1994205,41,81,64,0.666667,Quarter
1994717,1997790,41,65,64,0.833333,Dotted Eighth
1994717,1997790,42,62,64,0.833333,Dotted Eighth
1994717,1997790,43,46,64,0.833333,Dotted Eighth
1994717,1999326,41,82,64,0.833333,Quarter
1999326,2003422,41,77,65,0.000000,Dotted Eighth
2004958,2008030,41,81,65,0.166667,Dotted Eighth
2009054,2011101,41,84,65,0.333333,Dotted Eighth
2012638,2013662,41,86,65,0.500000,Sixteenth
2012638,2016733,41,65,65,0.500000,Dotted Eighth
2012638,2016733,42,57,65,0.500000,Dotted Eighth
2012638,2016733,43,41,65,0.500000,Dotted Eighth
2013662,2017758,41,84,65,0.541667,Dotted Eighth
2017758,2020830,41,65,65,0.666667,Dotted Eighth
2017758,2020830,42,57,65,0.666667,Dotted Eighth
2017758,2020830,43,41,65,0.666667,Dotted Eighth
2017758,2022365,41,83,65,0.666667,Quarter
2022365,2026462,41,65,65,0.833333,Dotted Eighth
2022365,2026462,42,57,65,0.833333,Dotted Eighth
2022365,2026462,43,41,65,0.833333,Dotted Eighth
2022365,2027997,41,84,65,0.833333,Quarter
2027997,2032094,41,77,66,0.000000,Dotted Eighth
2033629,2037214,41,82,66,0.166667,Dotted Eighth
2038750,2042334,41,86,66,0.333333,Dotted Eighth
2043870,2045406,41,87,66,0.500000,Sixteenth
2043870,2047966,41,65,66,0.500000,Dotted Eighth
2043870,2047966,42,62,66,0.500000,Dotted Eighth
2043870,2047966,43,58,66,0.500000,Dotted Eighth
2045406,2048478,41,86,66,0.541667,Dotted Eighth
2048478,2051550,41,65,66,0.666667,Dotted Eighth
2048478,2051550,42,62,66,0.666667,Dotted Eighth
2048478,2051550,43,58,66,0.666667,Dotted Eighth
2048478,2053086,41,84,66,0.666667,Quarter
2053086,2056670,41,65,66,0.833333,Dotted Eighth
2053086,2056670,42,62,66,0.833333,Dotted Eighth
2053086,2056670,43,58,66,0.833333,Dotted Eighth
2053086,2057694,41,86,66,0.833333,Quarter
2058206,2061789,41,81,67,0.000000,Dotted Eighth
2061789,2064350,41,84,67,0.166667,Dotted Eighth
2065886,2069982,41,89,67,0.333333,Dotted Eighth
2071518,2072541,41,91,67,0.500000,Sixteenth
2071518,2075102,41,65,67,0.500000,Dotted Eighth
2071518,2075102,42,57,67,0.500000,Dotted Eighth
2071518,2075102,43,53,67,0.500000,Dotted Eighth
2072541,2076126,41,89,67,0.541667,Dotted Eighth
2076638,2080734,41,65,67,0.666667,Dotted Eighth
2076638,2080734,42,57,67,0.666667,Dotted Eighth
2076638,2080734,43,53,67,0.666667,Dotted Eighth
2076638,2081758,41,88,67,0.666667,Quarter
2081758,2085342,41,65,67,0.833333,Dotted Eighth
2081758,2085342,42,57,67,0.833333,Dotted Eighth
2081758,2085342,43,53,67,0.833333,Dotted Eighth
2081758,2086366,41,89,67,0.833333,Quarter
2086366,2089950,41,74,68,0.000000,Dotted Eighth
2091486,2095582,41,77,68,0.166667,Dotted Eighth
2097118,2101214,41,82,68,0.333333,Dotted Eighth
2102238,2102750,41,84,68,0.500000,Sixteenth
2102238,2105310,41,65,68,0.500000,Dotted Eighth
2102238,2105310,42,62,68,0.500000,Dotted Eighth
2102238,2105310,43,58,68,0.500000,Dotted Eighth
2102750,2106846,41,82,68,0.541667,Dotted Eighth
2106846,2110942,41,65,68,0.666667,Dotted Eighth
2106846,2110942,42,62,68,0.666667,Dotted Eighth
2106846,2110942,43,58,68,0.666667,Dotted Eighth
2106846,2112478,41,81,68,0.666667,Quarter
2112478,2116574,41,65,68,0.833333,Dotted Eighth
2112478,2116574,42,62,68,0.833333,Dotted Eighth
2112478,2116574,43,58,68,0.833333,Dotted Eighth
2112478,2118110,41,82,68,0.833333,Quarter
2118110,2121694,41,77,69,0.000000,Dotted Eighth
2123230,2125790,41,81,69,0.166667,Dotted Eighth
2127326,2130398,41,84,69,0.333333,Dotted Eighth
2131934,2133470,41,86,69,0.500000,Sixteenth
2131934,2135518,41,69,69,0.500000,Dotted Eighth
2131934,2135518,42,65,69,0.500000,Dotted Eighth
2131934,2135518,43,53,69,0.500000,Dotted Eighth
2133470,2136542,41,84,69,0.541667,Dotted Eighth
2136542,2139614,41,69,69,0.666667,Dotted Eighth
2136542,2139614,42,65,69,0.666667,Dotted Eighth
2136542,2139614,43,53,69,0.666667,Dotted Eighth
2136542,2140638,41,83,69,0.666667,Quarter
2141150,2144734,41,69,69,0.833333,Dotted Eighth
2141150,2144734,42,65,69,0.833333,Dotted Eighth
2141150,2144734,43,53,69,0.833333,Dotted Eighth
2141150,2146270,41,84,69,0.833333,Quarter
2146270,2150366,41,84,70,0.000000,Dotted Eighth
2151390,2151902,41,86,70,0.166667,Dotted Eighth
2153438,2157534,41,87,70,0.333333,Dotted Eighth
2159070,2162654,41,69,70,0.500000,Dotted Eighth
2159070,2162654,41,77,70,0.500000,Dotted Eighth
2159070,2162654,41,89,70,0.500000,Dotted Eighth
2159070,2162654,42,60,70,0.500000,Dotted Eighth
2159070,2162654,43,53,70,0.500000,Dotted Eighth
2163678,2167774,41,69,70,0.666667,Dotted Eighth
2163678,2167774,41,77,70,0.666667,Dotted Eighth
2163678,2167774,41,91,70,0.666667,Dotted Eighth
2163678,2167774,42,60,70,0.666667,Dotted Eighth
2163678,2167774,43,53,70,0.666667,Dotted Eighth
2168798,2172894,41,69,70,0.833333,Dotted Eighth
2168798,2172894,41,77,70,0.833333,Dotted Eighth
2168798,2172894,41,93,70,0.833333,Dotted Eighth
2168798,2172894,42,60,70,0.833333,Dotted Eighth
2168798,2172894,43,53,70,0.833333,Dotted Eighth
2173918,2179550,41,70,71,0.000000,Quarter
2173918,2179550,41,77,71,0.000000,Quarter
2173918,2179550,41,94,71,0.000000,Quarter
2173918,2179550,42,62,71,0.000000,Quarter
2173918,2179550,43,58,71,0.000000,Quarter
2190814,2194910,41,72,71,0.500000,Dotted Eighth
2190814,2194910,42,69,71,0.500000,Dotted Eighth
2190814,2194910,43,65,71,0.500000,Dotted Eighth
2196446,2200542,41,72,71,0.666667,Dotted Eighth
2196446,2200542,42,69,71,0.666667,Dotted Eighth
2196446,2200542,43,65,71,0.666667,Dotted Eighth
2202078,2204638,41,72,71,0.833333,Dotted Eighth
2202078,2204638,42,69,71,0.833333,Dotted Eighth
2202078,2204638,43,65,71,0.833333,Dotted Eighth
2206174,2208734,41,72,72,0.000000,Dotted Eighth
2210270,2213854,41,77,72,0.166667,Dotted Eighth
2215390,2219486,41,81,72,0.333333,Dotted Eighth
2221022,2222558,41,82,72,0.500000,Sixteenth
2221022,2224606,41,65,72,0.500000,Dotted Eighth
2221022,2224606,41,72,72,0.500000,Dotted Eighth
2221022,2224606,42,69,72,0.500000,Dotted Eighth
2221022,2224606,43,53,72,0.500000,Dotted Eighth
2222558,2225630,41,81,72,0.541667,Dotted Eighth
2225630,2228702,41,65,72,0.666667,Dotted Eighth
2225630,2228702,41,72,72,0.666667,Dotted Eighth
2225630,2228702,42,69,72,0.666667,Dotted Eighth
2225630,2228702,43,53,72,0.666667,Dotted Eighth
2225630,2229726,41,79,72,0.666667,Quarter
2230238,2233822,41,65,72,0.833333,Dotted Eighth
2230238,2233822,41,72,72,0.833333,Dotted Eighth
2230238,2233822,42,69,72,0.833333,Dotted Eighth
2230238,2233822,43,53,72,0.833333,Dotted Eighth
2230238,2234846,41,81,72,0.833333,Quarter
2234846,2238430,41,72,73,0.000000,Dotted Eighth
2239966,2243550,41,76,73,0.166667,Dotted Eighth
2245086,2249182,41,79,73,0.333333,Dotted Eighth
2250718,2251742,41,81,73,0.500000,Sixteenth
2250718,2254302,41,72,73,0.500000,Dotted Eighth
2250718,2254302,42,64,73,0.500000,Dotted Eighth
2250718,2254302,43,60,73,0.500000,Dotted Eighth
2251742,2255326,41,79,73,0.541667,Dotted Eighth
2255838,2259422,41,72,73,0.666667,Dotted Eighth
2255838,2259422,42,64,73,0.666667,Dotted Eighth
2255838,2259422,43,60,73,0.666667,Dotted Eighth
2255838,2260446,41,78,73,0.666667,Quarter
2260446,2264030,41,72,73,0.833333,Dotted Eighth
2260446,2264030,41,79,73,0.833333,Quarter
2260446,2264030,42,64,73,0.833333,Dotted Eighth
2260446,2264030,43,60,73,0.833333,Dotted Eighth
2264030,2268126,41,72,74,0.000000,Dotted Eighth
2269150,2272734,41,76,74,0.166667,Dotted Eighth
2274270,2277854,41,79,74,0.333333,Dotted Eighth
2279390,2280926,41,81,74,0.500000,Sixteenth
2279390,2282462,41,67,74,0.500000,Dotted Eighth
2279390,2282462,42,64,74,0.500000,Dotted Eighth
2279390,2282462,43,60,74,0.500000,Dotted Eighth
2280926,2283998,41,79,74,0.541667,Dotted Eighth
2283998,2288094,41,67,74,0.666667,Dotted Eighth
2283998,2288094,42,64,74,0.666667,Dotted Eighth
2283998,2288094,43,60,74,0.666667,Dotted Eighth
2283998,2289630,41,78,74,0.666667,Quarter
2289630,2292190,41,67,74,0.833333,Dotted Eighth
2289630,2292190,42,64,74,0.833333,Dotted Eighth
2289630,2292190,43,60,74,0.833333,Dotted Eighth
2289630,2293214,41,79,74,0.833333,Quarter
2293726,2296798,41,71,75,0.000000,Dotted Eighth
2298334,2302430,41,74,75,0.166667,Dotted Eighth
2303966,2308062,41,79,75,0.333333,Dotted Eighth
2309598,2311134,41,81,75,0.500000,Sixteenth
2309598,2313182,41,71,75,0.500000,Dotted Eighth
2309598,2313182,42,62,75,0.500000,Dotted Eighth
2309598,2313182,43,55,75,0.500000,Dotted Eighth
2311134,2313694,41,79,75,0.541667,Dotted Eighth
2314206,2317790,41,71,75,0.666667,Dotted Eighth
2314206,2317790,41,78,75,0.666667,Quarter
2314206,2317790,42,62,75,0.666667,Dotted Eighth
2314206,2317790,43,55,75,0.666667,Dotted Eighth
2317790,2320862,41,71,75,0.833333,Dotted Eighth
2317790,2320862,42,62,75,0.833333,Dotted Eighth
2317790,2320862,43,55,75,0.833333,Dotted Eighth
2317790,2322398,41,79,75,0.833333,Quarter
2322398,2325470,41,71,76,0.000000,Dotted Eighth
2327006,2330590,41,74,76,0.166667,Dotted Eighth
2332126,2335710,41,79,76,0.333333,Dotted Eighth
2337246,2338270,41,81,76,0.500000,Sixteenth
2337246,2340830,41,71,76,0.500000,Dotted Eighth
2337246,2340830,42,62,76,0.500000,Dotted Eighth
2337246,2340830,43,55,76,0.500000,Dotted Eighth
2338270,2342366,41,79,76,0.541667,Dotted Eighth
2342366,2345950,41,71,76,0.666667,Dotted Eighth
2342366,2345950,42,62,76,0.666667,Dotted Eighth
2342366,2345950,43,55,76,0.666667,Dotted Eighth
2342366,2346462,41,78,76,0.666667,Quarter
2346462,2350558,41,71,76,0.833333,Dotted Eighth
2346462,2350558,42,62,76,0.833333,Dotted Eighth
2346462,2350558,43,55,76,0.833333,Dotted Eighth
2346462,2352094,41,79,76,0.833333,Quarter
2352094,2355678,41,69,77,0.000000,Dotted Eighth
2357214,2359774,41,74,77,0.166667,Dotted Eighth
2361310,2365406,41,77,77,0.333333,Dotted Eighth
2366942,2368478,41,79,77,0.500000,Sixteenth
2366942,2371038,41,69,77,0.500000,Dotted Eighth
2366942,2371038,42,62,77,0.500000,Dotted Eighth
2366942,2371038,43,57,77,0.500000,Dotted Eighth
2368478,2372062,41,77,77,0.541667,Dotted Eighth
2372062,2376158,41,69,77,0.666667,Dotted Eighth
2372062,2376158,42,62,77,0.666667,Dotted Eighth
2372062,2376158,43,57,77,0.666667,Dotted Eighth
2372062,2377182,41,76,77,0.666667,Quarter
2377694,2381790,41,69,77,0.833333,Dotted Eighth
2377694,2381790,42,62,77,0.833333,Dotted Eighth
2377694,2381790,43,57,77,0.833333,Dotted Eighth
2377694,2382814,41,77,77,0.833333,Quarter
2382814,2384862,41,69,78,0.000000,Dotted Eighth
2382814,2385374,41,69,78,0.000000,Quarter
2382814,2385374,42,62,78,0.000000,Quarter
2382814,2385374,43,57,78,0.000000,Quarter
